setup,direction,entry_time,entry_price,exit_time,exit_price,exit_reason,stop,target,pnl_pts,pnl_dollar
MS_pVAH,SHORT,2025-04-28 10:35:00-04:00,5555.75,2025-04-28 10:40:00-04:00,5557.0,stop,5557.0,5544.5,-1.25,-67.5
MS_ONH,SHORT,2025-04-28 10:45:00-04:00,5560.25,2025-04-28 11:05:00-04:00,5544.5,target,5567.0,5544.5,15.75,782.5
MS_ONL,LONG,2025-04-28 14:00:00-04:00,5520.75,2025-04-28 15:05:00-04:00,5539.5,target,5512.25,5539.5,18.75,932.5
MS_pVAH,SHORT,2025-04-29 13:15:00-04:00,5568.5,2025-04-29 13:20:00-04:00,5570.0,stop,5570.0,5559.5,-1.5,-80.0
MS_ONH,SHORT,2025-04-29 13:20:00-04:00,5569.5,2025-04-29 13:40:00-04:00,5577.75,stop,5577.75,5559.5,-8.25,-417.5
MS_ONL,LONG,2025-04-30 10:50:00-04:00,5507.5,2025-04-30 11:00:00-04:00,5516.75,target,5493.5,5516.75,9.25,457.5
MS_ONH,SHORT,2025-05-01 15:50:00-04:00,5644.0,2025-05-01 15:55:00-04:00,5636.0,target,5666.25,5636.0,8.0,395.0
MS_ONH,SHORT,2025-05-02 15:45:00-04:00,5701.5,2025-05-02 15:50:00-04:00,5703.0,stop,5703.0,5692.0,-1.5,-80.0
MS_ONL,LONG,2025-05-07 15:30:00-04:00,5613.0,2025-05-07 15:40:00-04:00,5631.5,target,5604.5,5631.5,18.5,920.0
MS_ONH,SHORT,2025-05-08 13:55:00-04:00,5714.0,2025-05-08 14:10:00-04:00,5721.5,stop,5721.5,5679.0,-7.5,-380.0
OS_GAP_UP,SHORT,2025-05-09 09:30:00-04:00,5707.5,2025-05-09 10:20:00-04:00,5686.5,target,5720.25,5686.5,21.0,1045.0
MS_ONH,SHORT,2025-05-12 15:55:00-04:00,5864.0,2025-05-12 16:00:00-04:00,5869.75,stop,5869.75,5851.5,-5.75,-292.5
OS_GAP_UP,SHORT,2025-05-14 09:30:00-04:00,5922.5,2025-05-14 09:40:00-04:00,5914.5,target,5929.5,5914.5,8.0,395.0
MS_pVAH,SHORT,2025-05-19 15:15:00-04:00,5967.25,2025-05-19 15:20:00-04:00,5970.0,stop,5970.0,5951.0,-2.75,-142.5
OS_GAP_DN,LONG,2025-05-20 09:30:00-04:00,5964.0,2025-05-20 14:20:00-04:00,5950.25,stop,5950.25,5976.5,-13.75,-692.5
